run_id,config_id,paper_id,paper_name,paper_type,wrapper_status,run_dir,exit_code,timeout,result_status_prelim,classification,has_stats,explicit_pass,gpu_tot_sim_cycle,gpu_tot_ipc,gpu_tot_sim_insn,paper_mascar_l1_sat_sample,paper_mascar_l1_sat_sample_saturated,paper_mascar_m2_ep_cycles,paper_mascar_m2_mp_cycles,paper_mascar_m2_owner_acquire,paper_mascar_m2_nonowner_mem_block,paper_mascar_m3_hitonly_access_attempt,paper_mascar_m3_hitonly_access_hit,paper_mascar_m3_hitonly_access_nack,paper_mascar_m4_enqueue_success,paper_mascar_m4_retry_attempt,paper_mascar_m4_retry_hit,paper_mascar_m4_retry_nack,paper_mascar_m4_retry_requeue,paper_mascar_m4_queue_occupancy_max,cacheinst_L1D_access_total,cacheinst_L1D_hit,cacheinst_L1D_miss,cacheinst_L1D_reservation_fail,gpgpusim_exit,result_status,result_pass
m4_reexec_load__bfs,m4_reexec_load,bfs,bfs,M,ready,experiments/paper-mascar/workloads/matrix/W5C/results/actual_iter2/runs/m4_reexec_load/bfs,0,0,completed_exit0,completed_stats_found,1,0,7518,0.7032,5287,67,0,2517,0,0,0,0,0,0,0,0,0,0,0,0,67,53,14,0,,,
m4_reexec_load__spmv,m4_reexec_load,spmv,spmv,M,ready,experiments/paper-mascar/workloads/matrix/W5C/results/actual_iter2/runs/m4_reexec_load/spmv,0,0,completed_exit0,completed_explicit_pass,1,1,12190,5.2712,64256,2936,0,54708,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
m4_reexec_load__mri_q,m4_reexec_load,mri_q,mri-q,C,ready,experiments/paper-mascar/workloads/matrix/W5C/results/actual_iter2/runs/m4_reexec_load/mri_q,0,0,completed_exit0,completed_stats_found,1,0,5546,1.1424,6336,24,0,545,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,,,
m4_reexec_load__pathfinder,m4_reexec_load,pathfinder,pathfinder,C,ready,experiments/paper-mascar/workloads/matrix/W5C/results/actual_iter2/runs/m4_reexec_load/pathfinder,0,0,completed_exit0,completed_stats_found,1,0,7351,5.2760,38784,120,0,2350,0,0,0,0,0,0,0,0,0,0,0,0,120,4,96,0,,,
m4_reexec_load__sgemm,m4_reexec_load,sgemm,sgemm,C,ready,experiments/paper-mascar/workloads/matrix/W5C/results/actual_iter2/runs/m4_reexec_load/sgemm,0,0,completed_exit0,completed_stats_found,1,0,32003,21.6620,693248,4352,0,107605,0,0,0,0,0,0,0,0,0,0,0,0,4352,1024,3328,0,,,
m4_reexec_load__stencil,m4_reexec_load,stencil,stencil,C,ready,experiments/paper-mascar/workloads/matrix/W5C/results/actual_iter2/runs/m4_reexec_load/stencil,0,0,completed_exit0,completed_stats_found,1,0,9817,14.8314,145600,568,0,14433,0,0,0,0,0,0,0,0,0,0,0,0,568,40,456,0,,,
